Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
فرع الشركة السعودية لصناعات أطباق الفوم,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966593433608,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030140435.0
مصنع مدائن الجوف للبلك,مواد البناء,منطقة الجوف,966538411077,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3400018434.0
مصنع شركة ضياء جازان للخرسانة الجاهزة,مواد البناء,منطقة جيزان,966543496009,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5911017632.0
مصنع ابراهيم حسن آل موالا للخرسانة الجاهزة,مواد البناء,منطقة الباحه,966504453222,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5806012211.0
مصنع مخضور مظفر الجدعاني للبلوك والمنتجات الاسمنتية,مواد البناء,منطقة مكة المكرمة,505629815,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030221619.0
شركة مصنع العربات والاشغال الحديدية,صناعة المعادن,منطقة الرياض,966583755599,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010139880.0
مصنع شركة بصمة العرب للالمنيوم والرخام,صناعة المعادن,منطقة الرياض,567773322,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011016060.0
مصنع مسلط نايف العتيبي للبلوك,مواد البناء,منطقة الرياض,555119096,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1118000796.0
مصنع النافورة للرخام الصناعي,منتجات البلاستيك والمطاط,منطقة الرياض,555247581,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010073610.0
فرع شركة مصنع مرجان لمنتجات الفيبر جلاس,مواد البناء,المنطقة الشرقية,966502885403,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050048482.0
شركة المصنع الفني المميز للصناعات المحدودة,صناعة المعادن,منطقة مكة المكرمة,966503014100,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030166930.0
مصنع الفرسان للصناعات المعدنية,صناعة المعادن,المنطقة الشرقية,966544030057,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050081914.0
مصنع نخيل الأفلاج للتمور,الأغذية,منطقة الرياض,966555443363,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1015001568.0
شركة الرواد للألياف الزجاجيه,مواد البناء,منطقة الرياض,534413927,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010019993.0
شركة مصنع الدهامي للبلاط المحدوده,مواد البناء,منطقة الرياض,966550179996,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010073184.0
فرع شركة بلفال للصناعات الثقيلة المحدودة,صناعة المعادن,منطقة المدينة المنورة,505865909,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4700003772.0
مصنع سعود عبدالعزيز العامر لهياكل السيارات والتوانك,صناعة المعادن,منطقة الرياض,555123330,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1123002669.0
شركة مصنع نفال للالمنيوم,مواد البناء,منطقة الرياض,966505269999,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010311754.0
مصنع المؤسسة الوطنية السعودية المحدودة,صناعة المعادن,المنطقة الشرقية,966555479299,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511005421.0
مصنع الوطنية للمربيات والعصائر,الأغذية,منطقة الجوف,966552257451,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3452004380.0
مصنع الوطنية للألبان,الأغذية,منطقة الجوف,966552257451,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3452004381.0
مصنع الوطنية لصناعة زيت الزيتون,الأغذية,منطقة الجوف,966552257451,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3452004378.0
مصنع منال ابراهيم  مغربي للصناعات المعدنية,صناعة المعادن,منطقة الرياض,966567653206,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010344792.0
مصنع الخليج لانتاج الواح العزل للصناعه,منتجات البلاستيك والمطاط,منطقة الرياض,966594983333,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010428605.0
مصنع الشركة العربية لخيرات البحار,الأغذية,منطقة مكة المكرمة,537228445,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030170389.0
شركة المنيوم الصفا الصناعية,صناعة المعادن,المنطقة الشرقية,966550046893,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050003522.0
مصنع النور المشرق للبلاستيك,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966556293333,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030123786.0
مصنع عبد الله حمد الفيصل للبلك,مواد البناء,منطقة الرياض,966505230438,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1126001408.0
مصنع عبدالله محمد الحمد الغريب للخرسانة الجاهزة,مواد البناء,منطقة الحدود الشمالية,966551508888,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3450011116.0
شركة الكحيمي للصناعات المعدنية المحدودة,صناعة المعادن,المنطقة الشرقية,966505806600,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050111015.0
شركة الكحيمي للصناعات المعدنية المحدودة,صناعة المعادن,المنطقة الشرقية,966505806600,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050111017.0
شركة بناء للصناعات الحديدية,صناعة المعادن,المنطقة الشرقية,966555223106,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050056369.0
فرع شركة مصنع العيون للمياة المحدودة,الأغذية,منطقة مكة المكرمة,966554677631,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030298660.0
مصنع الخفره للصناعة,مواد البناء,المنطقة الشرقية,966539333672,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050026540.0
مصنع شركة الساير للبلك و الخرسانة الجاهزة,مواد البناء,منطقة الرياض,555116840,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1118001345.0
